title,price,description,rating,image
REI Co-op Skyward 6 Tent,$449.00,"Save crawling into a tiny tent for bivouacs—your basecamp can be a whole lot more comfortable. The cabin-shaped REI Co-op Skyward 6 tent is so roomy, campers up to 6'3"" can stand up straight!",4.4,https://www.rei.com/media/c1ee5e4f-7638-47ec-b9b7-4173699b8a5d?size=784x588
Marmot Catalyst 3P Tent with Footprint,$200.93,"You know that easygoing friend who's always ready for an adventure? That's the Marmot Catalyst 3P tent with an included footprint. Easy to pack, pitch and store, it makes camping a casual affair.",4.7,https://www.rei.com/media/150fb8d5-a3c9-4131-85ea-13abe72ddb64?size=784x588
The North Face Stormbreak 3 Tent,$220.00,"Make new outdoor memories in the roomy The North Face Stormbreak 3. It's a classic 3-person camping tent with ample headroom, plus large doors for easy access and amazing views of the outdoors.",4.5,https://www.rei.com/media/81fa8e84-5b7c-4880-9442-0aa96ee3eb79?size=784x588
Eureka Copper Canyon LX 4-Person Tent,$259.95,"With its easy setup, smart features and full standing height, the cabin-style Eureka Copper Canyon LX 4-person tent offers plenty of space for the whole gang to hang out, stretch out and sleep well.",4.3,https://www.rei.com/media/352a4ca5-8cc6-4e70-ad34-00aedef4f67d?size=784x588
The North Face Stormbreak 2 Tent,$169.00,"Make new outdoor memories in the roomy The North Face Stormbreak 2. It's a classic 2-person camping tent with ample headroom, plus large doors for easy access and amazing views of the outdoors.",4.8,https://www.rei.com/media/616e79e2-0757-4523-9433-3e0bc59aaa7e?size=784x588
Kelty Discovery Basecamp 4 Tent,$109.95,"Camping season is calling, and the 4-person Kelty Discovery Basecamp 4 tent makes it easy to answer, setting up easily to serve as your home away from home.",3.4,https://www.rei.com/media/c71f65ba-3548-4dd4-8871-a377b5be2c96?size=784x588
REI Co-op Base Camp 6 Tent,$549.00,"Combining sturdy geodesic-dome architecture and rugged materials, the mountaineering-inspired REI Co-op Base Camp 6 tent is a roomy and robust campground shelter for 6 people.",3.9,https://www.rei.com/media/8dcbb8bc-c94c-42b1-bc40-89f4063c6da8?size=784x588
Kelty Discovery Basecamp 6 Tent,$169.95,"Camping season is calling, and the 6-person Kelty Discovery Basecamp 6 tent makes it easy to answer, setting up easily to serve as a home away from home for your whole crew.",4.6,https://www.rei.com/media/68390e5f-b327-4721-8437-f14e0329542b?size=784x588
REI Co-op Trail Hut 2 Tent with Footprint - Print,$199.00,"A happy home for the trail, the 3-season REI Co-op Trail Hut 2 is a dome-shaped happy medium between comfort and cost with easy setup, some storage and some extra room thanks to the ridge pole.",4.5,https://www.rei.com/media/375750eb-8ffc-482c-8326-ee5b20a8706f?size=784x588
ust House Party 6 Tent,$155.83,"Easy to setup and equipped to sleep 6 comfortably with expandable walls, the spacious ust House Party 6 tent makes any camping trip a fun, fuss-free experience.",3.5,https://www.rei.com/media/2fc5c6b6-7968-43cc-a9a3-24cd2f74e5fc?size=784x588
Marmot Tungsten 4P Tent with Footprint,$399.00,"Roomy enough for 4 and easy to set up and adjust, the Marmot Tungsten 4P tent with footprint lets you enjoy the breeze with the top down, then throw on the rainfly when weather threatens.",5.0,https://www.rei.com/media/f19c347f-faa1-4b5e-9a26-9bca2daca443?size=784x588
Mountain Hardwear Mineral King 3 Tent with Footprint,$350.00,"Spacious enough for car camping, yet light enough for multiday backcountry treks, the Mountain Hardwear Mineral King 3 tent with footprint is ready for adventure no matter where your plans take you.",4.5,https://www.rei.com/media/90ea566b-8712-44e6-a244-e12c6665cfe5?size=784x588
Marmot Catalyst 2P Tent with Footprint,$163.93,"You know that easygoing friend who's always ready for an adventure? That's the Marmot Catalyst 2P tent with an included footprint. Easy to pack, pitch and store, it makes camping a casual affair.",5.0,https://www.rei.com/media/acafc53b-65cb-4a7c-8444-7391c8c06703?size=784x588
REI Co-op Flash Air 2 Tent,$349.00,"Ounce-counters, meet our lightest 2-person yet: the REI Co-op Flash Air 2 tent. You can pitch it with its own poles—or use your trekking poles—and at under 2 lbs., you barely know it's in your pack.",4.0,https://www.rei.com/media/5558ea20-8bcb-4cc3-80f8-445b8e6ad1ac?size=784x588
The North Face Wawona 6 Tent,$500.00,"Named after an iconic redwood, the refreshed The North Face Wawona 6 tent has gone from single- to double-wall construction. Plus, its huge vestibule makes it feel less like a tent, more like a home.",4.6,https://www.rei.com/media/e0343889-e967-49b9-ab4c-b6c587d7dd09?size=784x588
Eureka Copper Canyon LX 8-Person Tent,$469.95,"With its smart features, easy setup and near-vertical walls, the cabin-style Eureka Copper Canyon LX 9-person tent offers plenty of space for the whole gang to hang out, stand, stretch and sleep well.",4.0,https://www.rei.com/media/d6cc3d03-e997-4dd6-8cbd-a9f03090182c?size=784x588
Big Agnes Copper Spur HV UL1 Tent,$399.95,"The full-featured, 3-season Big Agnes Copper Spur HV UL1 tent just got better with new features inside and out, materials that are stronger and lighter, and hardware that makes setup even easier.",4.4,https://www.rei.com/media/2e8825be-3e99-47d3-974f-05de7633785c?size=784x588
Big Agnes Copper Spur HV UL3 Tent,$549.95,"With new features inside and out, materials that are stronger and lighter, and hardware that makes setting up even easier, the Big Agnes Copper Spur HV UL3 tent is better than ever.",4.8,https://www.rei.com/media/edb2efb1-5973-4d66-8008-3963721d1c4e?size=784x588
NEMO Dagger OSMO 2P Tent,$479.95,"Lightweight, roomy and made with recycled fabric that's PFC- and PFAS-free and uses no fire-retardant chemicals, the 2-person NEMO Dagger OSMO tent raises the experience while lowering the impact.",4.7,https://www.rei.com/media/58fc6cc8-63de-4361-a5fa-0b16aac683d0?size=784x588
REI Co-op Quarter Dome SL 2 Tent,$379.00,"The REI Co-op Quarter Dome SL 2 tent gives you and your backpacking partner real room to sleep. And it's superlight, so you'll never have to rock/paper/scissors to decide who carries it.",4.1,https://www.rei.com/media/93f49e93-2ab4-47ac-a8b3-3fe98efe0c53?size=784x588
REI Co-op Quarter Dome SL 2 Tent,$379.00,"The REI Co-op Quarter Dome SL 2 tent gives you and your backpacking partner real room to sleep. And it's superlight, so you'll never have to rock/paper/scissors to decide who carries it.",4.1,https://www.rei.com/media/93f49e93-2ab4-47ac-a8b3-3fe98efe0c53?size=784x588
NEMO Dagger OSMO 3P Tent,$549.95,"Lightweight enough for backpacking, yet roomy enough for comfort when waiting out a storm, the 3-season, 3-person NEMO Dagger OSMO tent is one tent to rule them all for your outdoor adventures.",4.6,https://www.rei.com/media/84c88ad4-b770-4452-aaa0-364dc2eb5d0e?size=784x588
Rightline Gear Full-Size 5.5' Short-Bed Truck Tent,$99.93,"Make your campsite anywhere you park your pickup with the Rightline Gear Full-Size 5.5 ft. Short-Bed truck tent, featuring a floorless design that sets up easily, without needing to remove your gear.",3.4,https://www.rei.com/media/51da040d-d9aa-43fe-9364-f069955de181?size=784x588
Outdoor Research Alpine AscentShell Bivy,$223.93,"Ideal for alpine pursuits and extreme weather, the Outdoor Research Alpine AscentShell bivy combines the cult-classic Alpine Bivy with Helium AscentShell tech for drastically improved breathability.",4.0,https://www.rei.com/media/e6065344-9e4d-47a0-a467-a18cb1d833a1?size=784x588
Snow Peak Alpha Breeze Tent,$499.95,"With a design inspired by A-frames and Adirondack cabins, the Snow Peak Alpha Breeze tent features an extended vestibule, convenient entry from all 4 sides and enough living space for 4 people.",4.9,https://www.rei.com/media/28d85826-28c0-4e9f-990c-cae1e1b20522?size=784x588
NEMO Aurora 2P Tent with Footprint,$279.95,"With angular patterning reminiscent of mountainscapes, the NEMO Aurora 2P tent with footprint is a versatile and inviting home for adventure—ideal for car camping but light enough for backpacking.",4.6,https://www.rei.com/media/58492632-3e5e-4038-846a-d5e73e378fd1?size=784x588
Big Agnes Copper Spur HV UL3 Bikepack Tent,$599.95,"Grab your buddies—and your bikes—and hit the trail with the Big Agnes Copper Spur HV UL3 Bikepack tent in tow. This redesigned tent is roomier than before, and boasts a lighter, stronger fabrication.",4.7,https://www.rei.com/media/d4869f66-8f6f-497d-9528-4b9b2aa19287?size=784x588
Big Agnes Copper Spur HV UL2 Bikepack Tent,$549.95,"Create a home away from home on 2-wheeled adventures with the redesigned Big Agnes Copper Spur HV UL2 Bikepack tent. It boasts a roomier interior and a lighter, stronger fabrication than before.",4.3,https://www.rei.com/media/10ac1636-214f-46f3-b4a6-73edac2ea213?size=784x588
REI Co-op Quarter Dome SL 1 Tent,$329.00,"Solo backpackers, you no longer have to choose between a light pack and a comfortable night's sleep.The REI Co-op Quarter Dome SL1 tent lets you have both—plus an even lighter summer option.",4.4,https://www.rei.com/media/b2a626cb-dd16-4fe8-a1b4-12a9b7318cd1?size=784x588
Marmot Tungsten 2P Tent with Footprint,$249.00,"A roomy 2-person tent with double doors and vestibules for gear storage, the Marmot Tungsten 2P is quick to set up, thanks to color-coded easy-pitch clips and poles.",4.6,https://www.rei.com/media/114c2493-890d-4669-a811-d6357b6a5d5b?size=784x588
REI Co-op Adjustable Tarp Pole - Single,$39.95,"The single REI Co-op Adjustable Tarp Pole is a handy extendable pole for use with compatible awnings, tarps and shelters. Get the length that suits your gear!",4.4,https://www.rei.com/media/b20d32d1-989a-4d92-b7b8-42c148b91cba?size=784x588
REI Co-op Flash Air 1 Tent,$279.00,"Bikepackers, light packers and peak baggers, meet our lightest 1-person yet: the REI Co-op Flash Air 1 tent. You can pitch it with its own poles—or your trekking pole—and weighs only 1 lb. 4 oz.",3.4,https://www.rei.com/media/f0b42ef3-42fa-465f-90a4-1b86ec88b4a6?size=784x588
REI Co-op Flash Air 1 Tent,$279.00,"Bikepackers, light packers and peak baggers, meet our lightest 1-person yet: the REI Co-op Flash Air 1 tent. You can pitch it with its own poles—or your trekking pole—and weighs only 1 lb. 4 oz.",3.4,https://www.rei.com/media/f0b42ef3-42fa-465f-90a4-1b86ec88b4a6?size=784x588
Big Agnes Tiger Wall UL 3 Solution-Dyed Tent,$479.95,"With its lightweight design, single-pole system and 2 vestibules to enter and exit efficiently, the Big Agnes Tiger Wall UL 3 Solution-Dyed tent elevates your backcountry camping experience.",3.9,https://www.rei.com/media/ca1e42a0-fc71-4164-8573-e55b1527f032?size=784x588
REI Co-op Screen House Shelter,$299.00,"Don't let the bugs get you down! The REI Co-op Screen House floorless shelter offers bug and shade protection, great ventilation and 360° views.",4.0,https://www.rei.com/media/6b795a7d-e8db-4363-99bd-3ff8aff36cfb?size=784x588
The North Face Wawona 4 Tent,$400.00,"Named after an iconic redwood, the refreshed The North Face Wawona 4 tent has gone from single- to double-wall construction. Plus, its huge vestibule makes it feel less like a tent, more like a home.",4.5,https://www.rei.com/media/937989a4-052e-4d45-b13b-651973b843fd?size=784x588
Caddis Rapid Shelter - 10' x 10',$249.95,"This heavy-duty shelter sets up easily and adjusts to 3 different peak heights to protect you from the rain and sun during backyard activities, camping, picnics, beach outings and outdoor events.",4.2,https://www.rei.com/media/2e1c048b-0e42-4985-a905-be45da876df0?size=784x588
NEMO Aurora Highrise 6P Tent,$499.95,"With a spacious, standing-height design, simple setup and vibrant colors, the 6-person NEMO Aurora Highrise 6P tent extends joy to camping adventures with family or friends.",4.5,https://www.rei.com/media/b5ca0d0b-3351-49e7-812e-104b180a03ef?size=784x588
Marmot Tungsten 3P Tent with Footprint,$299.00,"A roomy 3-person tent with double doors and vestibules for gear storage, the Marmot Tungsten 3P is quick to set up, thanks to color-coded easy-pitch clips and poles.",5.0,https://www.rei.com/media/2c349117-c9ca-4cad-8fd6-2a37bd34dc6c?size=784x588
Big Agnes Copper Spur HV UL2 Footprint,$80.00,The Big Agnes Copper Spur HV UL2 footprint shields the floor of your Copper Spur HV UL2—or Copper Spur HV UL2 mtnGLO—tent from the wear and tear of the campsite.,3.7,https://www.rei.com/media/91c96be0-f9c3-44a0-bec6-949f0ca7003d?size=784x588
Caddis Rapid 4 Tent,$299.95,Spend less time setting up camp and more time enjoying the great outdoors. The easy-to-set-up Caddis Rapid 4 tent boasts a roomy interior that comfortably fits 4 and stores all your camp essentials.,5.0,https://www.rei.com/media/465d5a49-3cbb-4017-9127-8a8ff14d5189?size=784x588
MSR Hubba Hubba 3 Tent,$579.95,"Redesigned and lighter than ever, the MSR Hubba Hubba 3 tent won't force you to compromise between comfort and weight. It's roomy, breathable and symmetrical for easy setup in a flash.",0.0,https://www.rei.com/media/29ed7004-1039-4a38-ad73-217c15acff1f?size=784x588
Eureka Copper Canyon LX 6-Person Tent,$314.95,"With its easy setup, smart features and near-vertical walls, the cabin-style Eureka Copper Canyon LX 6-person tent offers plenty of space for the whole gang to hang out, stand, stretch and sleep well.",3.7,https://www.rei.com/media/de1e98ea-5119-4801-8308-a1b0f80f5784?size=784x588
Rightline Gear SUV Tailgating Canopy,$59.93,"Get a little shade or hide away from the rain the next time you tailgate with the Rightline Gear SUV Tailgating canopy, an easy-to-install design with weighted sandbags to resist windy conditions.",2.3,https://www.rei.com/media/49e22ee8-a031-4e2e-b448-3c0c4474487e?size=784x588
Gazelle T4 Hub Tent,$399.95,"With a pop-up design for easy setup, the Gazelle T4 Hub 4-person tent boasts a peak height of 78 in. for standing room and freedom of movement, plus plenty of windows for enjoying the view.",4.6,https://www.rei.com/media/db7e9997-022b-4829-8cbf-909b5ab43206?size=784x588
REI Co-op Trailbreak Tarp - 12 x 12,$79.95,"Lightweight and versatile, the 12 x 12 REI Co-op Trailbreak tarp keeps your camp and gear protected from the elements, offers plenty of pitching options and has gear loops so you can hang a light.",4.1,https://www.rei.com/media/34c8718d-6f5a-4a50-a2f1-d80e9e6f7988?size=784x588
Big Agnes Fly Creek HV UL2 Solution-Dyed Bikepack Tent,$399.95,"Lighter, stronger and thoughtfully made, the 3-season Big Agnes Fly Creek HV UL2 Solution-Dyed bikepack tent is built for efficient 2-wheeled travel on- and off-road.",0.0,https://www.rei.com/media/6705e227-c48a-4772-895c-ed720b3c57f9?size=784x588
Big Agnes Tiger Wall 3 Carbon Tent,"$1,299.95","The Big Agnes Tiger Wall 3 carbon tent is an ultralight traveler's dream. Made with Dyneema® fabric and Easton carbon fiber poles, it's lightweight yet durable and packs up small.",2.0,https://www.rei.com/media/89294459-949d-49b3-a5eb-d45777887a72?size=784x588
Kelty Waypoint Car Tarp,$134.95,"When the weather comes in, the Kelty Waypoint car tarp comes out, attaching to your vehicle and supported by a simple 1-pole design that keeps you sheltered from the rain or shaded from the sun.",4.8,https://www.rei.com/media/e219b498-c369-4355-ab22-78be64765b5b?size=784x588
NEMO Aurora Highrise 4P Tent,$399.95,"With a spacious, standing-height design, simple setup and vibrant colors, the 4-person NEMO Aurora Highrise 4P tent extends joy to camping adventures with family or friends.",4.3,https://www.rei.com/media/d44a3a8b-9a25-4a6e-808a-652fa1c991f7?size=784x588
Marmot Limelight 3P Tent with Footprint,$359.00,"Your spacious home away from home, the 3-person Marmot Limelight 3P tent features zone pre-bend construction that creates vertical walls for a roomy sleeping area and greater head room.",5.0,https://www.rei.com/media/0d32135f-36fd-4081-b583-d104a6a5cdce?size=784x588
Thule Basin Tent,"$3,499.95","Meet the ultimate hybrid system that combines a rooftop tent and cargo carrier in one. The Thule Basin auto-deploys as a rooftop tent, and doubles as a cargo carrier so you can bring all the toys.",1.0,https://www.rei.com/media/30101cb3-ead0-4d25-bdac-b8af37e7b8cc?size=784x588
Kelty Wireless 6 Tent,$269.95,"Sometimes you have to disconnect to connect. Get ready to leave it all behind with the 6-person Kelty Wireless tent, which sets up lightnin' fast and ensures maximum connection—to nature, that is.",3.3,https://www.rei.com/media/c0f1b294-d04a-4d42-b9a2-a8c559231968?size=784x588
Coleman Skydome Darkroom 6-Person Tent,$199.95,"With a quick setup that takes less than 5 min. and Dark Room™ technology that blocks 90% of sunlight, the Coleman Dark Room Skydome 6-person tent lets you get right to relaxing anytime of day.",4.0,https://www.rei.com/media/07834286-5693-4ed9-b797-0fa14e518b7c?size=784x588
Kelty Blockhouse Privacy Shelter,$74.93,"The Kelty Blockhouse privacy shelter creates an ideal out-of-sight space for a camp toilet (sold separately), changing clothes, or showering off after a long hike.",3.5,https://www.rei.com/media/b84d78eb-5ac0-458e-80c6-335dcaaea7fc?size=784x588
Kelty Discovery H2GO Privacy Shelter,$109.95,"A little privacy goes a long way. That's why the free-standing, easy-setup Kelty Discovery H2GO privacy shelter does double duty as a shower and privacy shelter.",5.0,https://www.rei.com/media/748f2000-e1ab-440a-b659-5dadc56c9baa?size=784x588
MSR Ground Hog Stake,$3.95,This sturdy aluminum tent stake is nearly indestructible.,4.7,https://www.rei.com/media/139f5c43-8f52-46fd-b92f-b1665873bfb7?size=784x588
Coleman Skydome 6-Person Tent,$229.95,"Spend more time enjoying your campsite and having fun with the family with the simple, spacious Coleman Skydome 6-person tent—it sets up in under 5 minutes.",4.2,https://www.rei.com/media/0d2ca792-530d-4900-aa68-b25586ce7794?size=784x588
NEMO Dragonfly 3 Tent,$529.95,"The NEMO Dragonfly 3 tent is an ultralight, freestanding tent that offers plenty of livability for 3 backpackers, with trapezoidal vestibules for ample storage that doesn't obstruct entry.",4.3,https://www.rei.com/media/feb2c32d-bfdb-48f4-a112-06efb14bd18d?size=784x588
Snow Peak Amenity Dome M Tent,$399.95,"A luxurious tent for car camping with the entire family, the Snow Peak Amenity Dome M tent fits 4 people and sets up easily so you can spend more time playing and less time wrestling with a tent.",5.0,https://www.rei.com/media/95e0b3d5-306f-4a67-af06-b248583caa53?size=784x588
Coleman PEAK1 4-Person Dome Tent,$439.95,"An excellent option for campers looking to get out no matter the weather, the Coleman PEAK1 4-person dome tent is spacious, rugged and built to stand up to wind and rain.",4.8,https://www.rei.com/media/8488a19f-68cb-47c6-9491-bf053f109798?size=784x588
ENO Guardian Bug Net,$45.39,Rest peacefully in your hammock without the bother of bugs with this ENO Guardian bug net.,4.5,https://www.rei.com/media/39040c61-4605-4436-8f42-279d5357ad87?size=784x588
Big Agnes Fly Creek HV UL 2 Solution-Dyed Tent,$369.95,"Experience the redesigned, solution-dyed, roomy Big Agnes Fly Creek HV UL SD 2 tent. It delivers more livable space while you're adventuring off the grid thanks to its steep-wall architecture.",3.7,https://www.rei.com/media/23ca4f04-1577-4d18-af3c-cec5dffe2410?size=784x588
Kelty Backroads Shelter,$169.95,"Whether you're looking for protection from the elements, a place to party or simply more space to call home, the easy-setup Kelty Backroads Shelter will revamp your camping game.",3.0,https://www.rei.com/media/8b3f08d3-4067-4596-ab65-03979dd02c94?size=784x588
MSR Remote 2 Tent,$561.93,"A strong, 4-season refuge for 2 mountaineers, the MSR Remote 2 tent offers the protection you need with the livability that keeps you levelheaded for days or weeks in the harsh alpine.",3.8,https://www.rei.com/media/8e566c3a-03e2-494e-b8d2-7d1a8b2f136f?size=784x588
NEMO Wagontop 6 Tent,$699.95,"With a unique pole structure that provides generous interior space and room to stand up and stretch, the NEMO Wagontop 6 tent is luxury camping embodied—perfect for families or groups of friends.",4.2,https://www.rei.com/media/a76c2540-1a9b-4d28-8109-7f9a59a0a638?size=784x588
Neso 1 Sunshade,$99.95,"Don't let wind or hard ground ruin your shade. The Neso 1 sunshade is a lightweight, portable sun shelter with stakeless anchors that you fill with sand or rocks, great for the beach or soccer field.",4.1,https://www.rei.com/media/968e479c-d854-4f4c-8dad-44ea1a68b9aa?size=784x588
Big Agnes Battle Mountain 3 Tent,$899.95,"Offering full protection in the harshest of backcountry and high-alpine conditions, the Big Agnes Battle Mountain 3 tent is a spacious, lightweight 4-season mountaineering shelter.",5.0,https://www.rei.com/media/3bb1d6ac-3605-497a-9d4a-58fad23ff804?size=784x588
Snow Peak Vault Dome Tent,$329.95,"A luxurious choice for car camping with family or friends, the Snow Peak Vault Dome tent's spacious interior and vestibule provide amble space for 4 people to sleep and gather.",4.6,https://www.rei.com/media/fdf571f7-b688-4ab5-92a0-9c5bf917c4c1?size=784x588
MSR Habitude 4 Tent,$559.95,"From family river trips to the kids' first climbing adventure, the MSR Habitude 4 tent features a standing-height interior that makes it easy to change clothes and navigate piles of gear.",4.3,https://www.rei.com/media/0b3e732d-dc56-4fc0-81a0-13f5034073cf?size=784x588
Sea to Summit Alto TR2 Tent,$499.00,"With nearly vertical walls that deliver expansive views and extensive livability, the two-person Sea to Summit Alto TR 2 tent is a highly ventilated, 2-door wonder weighing under 3 lbs.",4.1,https://www.rei.com/media/4d8a278b-f38d-4914-bbb5-5fc256ff3a34?size=784x588
Neso Party Tent,$299.95,"Easy and fast to set up by just one person, yet roomy enough to fit all your friends, the large Neso Party tent lets you and your group enjoy shade at the beach or in a backyard.",4.0,https://www.rei.com/media/ec2a30ae-c31e-40c4-a214-7d11228088f0?size=784x588
Kelty Noah's Tarp,$79.95,"An essential adventure piece, Noah's Tarp from Kelty helps you kick back in any weather. Throw it up to stay shady while mixing up camp cocktails, playing cards or planning the next day's route.",4.6,https://www.rei.com/media/642e9480-6fa8-473e-b20e-0507483b0f2a?size=784x588
NEMO Dagger 2 Footprint,$49.95,Gravelly and sharp surfaces can take a toll on your tent's floor and longevity. Protect the bottom of your tent with the durable NEMO Dagger 2 footprint.,4.9,https://www.rei.com/media/ce43e378-af67-48f8-88dc-91f795d28aa5?size=784x588
REI Co-op Trail Hut 4 Tent with Footprint,$299.00,It's a happy medium between comfort and cost that'll quickly become your family's home on the trail. The REI Co-op Trail Hut 4 is easy to set up and has a little extra room thanks to the ridge pole.,3.9,https://www.rei.com/media/0249db69-21ac-48f9-899e-91f2009a877a?size=784x588
REI Co-op Quarter Dome SL Tarp,$179.00,"Configurable for days, the square shape of the REI Co-op Quarter Dome SL tarp is ideal for lightweight backpackers. Pitch it low and tight for stormy days or high and open for views and ventilation.",4.7,https://www.rei.com/media/a2ef84df-5e76-442c-9eb5-74dd35ef029b?size=784x588
Eureka Space Camp 4-Person Tent,$369.95,"Offering 3-season comfort for families and groups, the Eureka Space Camp 4-person tent features generous height, a large floor area and an Air Exchange System for fully adjustable airflow.",4.5,https://www.rei.com/media/8ad6c1f9-f034-44a0-aaad-2c3488e9716b?size=784x588
