title,price,description,rating,image
REI Co-op Flash Hiking Boots - Women's,$74.83,"Fly over trails in the waterproof, breathable women's REI Co-op Flash hiking boots that are comfy right out of the box. REI-exclusive technologies create fast-and-light boots—with a lighter footprint.",4.0,https://www.rei.com/media/f61192d0-da80-4e2f-896f-3fadabc729e9?size=784x588
Topo Athletic Trailventure Hiking Boots - Women's,$97.93,"Providing lightweight durability, protection and traction on rugged terrain, the women's Topo Athletic Trailventure hiking boots tune in to hit the peak of the trail quickly and comfortably.",4.1,https://www.rei.com/media/4eddaed5-fb54-45dd-ae5e-5c0c70b1d6d8?size=784x588
Topo Athletic Trailventure Hiking Boots - Women's,$97.93,"Providing lightweight durability, protection and traction on rugged terrain, the women's Topo Athletic Trailventure hiking boots tune in to hit the peak of the trail quickly and comfortably.",4.1,https://www.rei.com/media/4eddaed5-fb54-45dd-ae5e-5c0c70b1d6d8?size=784x588
Topo Athletic Trailventure Hiking Boots - Women's,$97.93,"Providing lightweight durability, protection and traction on rugged terrain, the women's Topo Athletic Trailventure hiking boots tune in to hit the peak of the trail quickly and comfortably.",4.1,https://www.rei.com/media/4eddaed5-fb54-45dd-ae5e-5c0c70b1d6d8?size=784x588
Merrell MQM Flex 2 Mid GORE-TEX Hiking Boots - Women's,$111.93,"Move quickly on the trails in the women's Merrell MQM Flex 2 Mid GORE-TEX hiking boots. Inspired by trail runners but made to hike, they're fast up front, protective in back and ready for wet weather.",4.2,https://www.rei.com/media/47d543c6-46b3-4752-8d8d-03681a267813?size=784x588
Merrell MQM Flex 2 Mid GORE-TEX Hiking Boots - Women's,$111.93,"Move quickly on the trails in the women's Merrell MQM Flex 2 Mid GORE-TEX hiking boots. Inspired by trail runners but made to hike, they're fast up front, protective in back and ready for wet weather.",4.2,https://www.rei.com/media/47d543c6-46b3-4752-8d8d-03681a267813?size=784x588
KEEN Targhee Mid Waterproof Hiking Boots - Kids',$79.95,"Encourage their adventurous spirit with the kids' KEEN Targhee Mid Waterproof hiking boots. These rugged boots are waterproof and breathable, so not even Mother Nature can get in their way.",3.8,https://www.rei.com/media/1fba53d1-123f-49fd-b7ca-fc5af8c3ea71?size=784x588
Merrell Moab 2 Ventilator Hiking Shoes - Women's,$76.93,"Merrell Moab 2 Ventilator women's hikers offer out-of-the-box comfort, durable leather, supportive footbeds and Vibram® traction. Put them on and you'll know why Moab stands for Mother-Of-All-Boots.",4.6,https://www.rei.com/media/52e76f34-0532-436a-9634-c5790332a9e4?size=784x588
Merrell Moab 2 Mid Ventilator Hiking Boots - Women's,$83.93,"Enjoy out-of-the-box comfort in the Merrell Moab 2 Mid Ventilator hikers. With durable leather, supportive footbeds and Vibram® traction, you'll understand why Moab stands for Mother-Of-All-Boots.",4.6,https://www.rei.com/media/3601c0d0-77e9-4108-a4f3-c5539e71f016?size=784x588
Salomon Outpulse Mid GORE-TEX Hiking Boots - Men's,$160.00,"When you don't have time to tiptoe over creeks, the men's Salomon Outpulse Mid GORE-TEX hiking boots propel you forward, delivering premium energy return and a fluid stride in a waterproof package.",4.3,https://www.rei.com/media/b02a618d-1d79-4eca-bb72-e7250ed25515?size=784x588
Merrell Ontario 2 Mid Waterproof Hiking Boots - Women's,$155.00,"Get durable, dependable performance on the trail with the women's Merrell Ontario 2 Mid waterproof hiking boots, featuring sticky traction soles and allover leather uppers for a classic, clean design.",4.4,https://www.rei.com/media/d80c1b1e-862e-43d7-a0b9-017e2cb05b02?size=784x588
HOKA Anacapa Mid GTX Hiking Boots - Men's,$185.00,"Consider these shoes your gateway to the great outdoors. Light, grippy, waterproof and versatile, the men's HOKA Anacapa Mid GTX hiking boots are an easy pick for any trail.",4.1,https://www.rei.com/media/c634305a-5af3-404a-8e75-fa0fff6547a5?size=784x588
Merrell Moab 2 Waterproof Hiking Shoes - Men's,$93.93,"For Merrell, Moab stands for Mother-Of-All-Boots. Experience out-of-the-box comfort in Merrell Moab 2 waterproof men's hikers with their durable leather, supportive footbeds and Vibram® traction.",4.4,https://www.rei.com/media/f48902f7-21b2-43ff-9689-44989062fa6d?size=784x588
Merrell Ontario 85 Mid Waterproof Hiking Boots - Women's,$107.93,"Add confidence to any adventure. Inspired by Merrell hiking boots from 1985, these Ontario 85 Mid Waterproof hiking boots feature performance CORDURA® uppers and sticky Vibram® Megagrip rubber soles.",4.4,https://www.rei.com/media/3ca2d537-c0ea-415b-b4e6-6f92f521a88c?size=784x588
Merrell Altalight Knit Mid Hiking Boots - Men's,$132.93,Trek far in these light yet rugged boots. The men's Merrell Altalight knit mid hiking boots boast abrasion-resistant uppers and sticky soles to keep you steady on slippery trails and long-haul hikes.,4.0,https://www.rei.com/media/9b83ce89-aa9d-4863-a68c-b09bf0a15fe4?size=784x588
Merrell Zion Mid Waterproof Hiking Boots - Men's,$104.93,"Blending a sneaker fit with a trail-running platform, the men's Merrell Zion Mid waterproof hiking boots have durable uppers and Vibram® Megagrip outsoles for aggressive grip on every terrain.",3.7,https://www.rei.com/media/cf17030b-64d4-489d-a9ed-b5d7ef9987e6?size=784x588
KEEN Pyrenees Waterproof Hiking Boots - Women's,$179.95,"Blending a classic all-leather construction with modern waterproof/breathable tech, the women's KEEN Pyrenees waterproof hiking boots help keep feet dry and comfortable over long days and rough miles.",4.6,https://www.rei.com/media/b4e09548-0502-4a1b-af97-29b643307bd3?size=784x588
Salomon Outpulse Mid GORE-TEX Hiking Boots - Women's,$160.00,"When you don't have time to tiptoe over creeks, the women's Salomon Outpulse Mid GORE-TEX hiking boots propel you forward, delivering premium energy return and a fluid stride in a waterproof package.",4.5,https://www.rei.com/media/d8d3effa-8dfa-4f05-9db8-5d42f86c9ccc?size=784x588
HOKA Anacapa Low GTX Hiking Shoes - Men's,$170.00,"Elevate your adventures in the men's HOKA Anacapa Low GTX hiking shoes. They're waterproof, low-profile, grippy and light—great for any trail that calls your name.",4.0,https://www.rei.com/media/f345d781-9157-4744-bda6-1b605f80c21e?size=784x588
HOKA Anacapa Low GTX Hiking Shoes - Women's,$170.00,"A light, low-profile take on the Anacapa Mid, the women's HOKA Anacapa Low GTX hiking shoes are here to elevate your hikes. They're waterproof, low-profile, grippy and ready to hit the trails.",4.2,https://www.rei.com/media/993a8811-41a0-461f-b16c-112c5e384687?size=784x588
Altra Lone Peak ALL-WTHR Mid Hiking Boots - Women's,$180.00,"Pack up and head out in the women's Altra Lone Peak ALL-WTHR Mid waterproof hiking boots. Whether you're taking on a day hike, an overnighter, a weeklong trek or a thru-hike, these are ready to romp.",4.3,https://www.rei.com/media/1c0a40fc-a508-4184-91c1-f9fc3e8aede3?size=784x588
La Sportiva TX4 Approach Shoes - Men's,$149.00,"Made for long approaches on rugged terrain, the men's La Sportiva TX4 approach shoes sport leather uppers for lasting toughness and Vibram® Megagrip outsoles for traction.",4.4,https://www.rei.com/media/1145d338-2d96-4c95-9cf4-b83d86b77641?size=784x588
HOKA Sky Kaha GORE-TEX Hiking Boots - Men's,$220.00,"Built to make the ups easier and the downs quicker, the men's HOKA Sky Kaha GORE-TEX hiking boots are lightweight, cushioned and waterproof, making them an easy pick for any trail you choose.",4.3,https://www.rei.com/media/9c02a8f8-6061-4cb5-a824-be10b21cf6df?size=784x588
Salomon X Ultra 4 GORE-TEX Hiking Shoes - Men's,$150.00,Get ready to power through uphills and descents in any weather with the men's Salomon X Ultra 4 GORE-TEX hiking shoes. They give you the stability and grip you need to enjoy the trails.,3.2,https://www.rei.com/media/b3c00040-6526-420d-abfe-25d6d875f4fd?size=784x588
Altra Lone Peak Hiker Hiking Boots - Men's,$150.00,"Wear 'em from trail to town. The men's Altra Lone Peak Hikers have full trail capabilities to handle heavy-duty hikes with a lightweight feel, but they're equally ready to explore the urban scene.",4.2,https://www.rei.com/media/f6a4d908-0152-416f-a0f6-549feb7a4f97?size=784x588
HOKA Speedgoat Mid 2 GTX Hiking Boots - Men's,$170.00,These speed hikers get an upgrade with GORE-TEX® protection and more ankle support. The HOKA Speedgoat Mid 2 GTX boots with Vibram® Megagrip outsoles are a force to be reckoned with any day.,4.3,https://www.rei.com/media/5dddbf63-f3fa-4f65-970c-2814de543854?size=784x588
Salomon OUTpulse GORE-TEX Low Hiking Shoes - Women's,$140.00,"Ready to propel you on your outdoor adventures, the women's Salomon OUTpulse GORE-TEX Low hiking shoes mix protective grip with cushioning, energy return and shelter from the elements.",4.4,https://www.rei.com/media/51739e5e-393a-43bf-b074-2687a0b3b903?size=784x588
Lowa Renegade GTX Mid Hiking Boots - Men's,$245.00,"With abundant comfort and support at a low weight, the men's waterproof Lowa Renegade GTX Mid hiking boots are well-suited for long day hikes and weekend backpacking.",4.2,https://www.rei.com/media/c2fad279-0860-466a-b762-17bff331aab3?size=784x588
Danner Trail 2650 Hiking Shoes - Men's,$189.95,"Inspired by the demanding terrain along the 2,650-mile Pacific Crest Trail, the Danner men's Trail 2650 hiking boots keep you pushing forward with tough, breathable construction and grippy traction.",4.5,https://www.rei.com/media/082c5485-58bc-4642-a7b9-e71eaa4b51d2?size=784x588
Oboz Sawtooth X Low Waterproof Hiking Shoes - Women's,$150.00,"Even more capable than the original, the women's Oboz Sawtooth X Low Waterproof hiking shoes retain the same great fit and let you take on wet trails with improved comfort, traction and durability.",3.0,https://www.rei.com/media/b38770b1-ca70-4cf0-986a-7c0e9ccd3b7a?size=784x588
Oboz Sypes Mid Leather Waterproof Hiking Boots - Women's,$160.00,"Built for versatility and designed with sustainable materials, the Oboz Sypes Mid Leather Waterproof women's hiking boots deliver support, comfort and around-town style to wear all day, every day.",4.4,https://www.rei.com/media/6a3c0b6b-b959-44ce-bf3e-ca55c877aca1?size=784x588
Salomon X Ultra 4 GORE-TEX Hiking Shoes - Women's,$150.00,Get ready to power through uphills and descents in any weather with the women's Salomon X Ultra 4 GORE-TEX hiking shoes. They give you the stability and grip you need to enjoy the trails.,3.8,https://www.rei.com/media/a040e005-83c4-4a84-aa78-3a2c9ad6f515?size=784x588
Oboz Sapphire Low Waterproof Hiking Shoes - Women's,$140.00,"Trek the trails in the breathable comfort and weather protection of Oboz Sapphire Low waterproof hiking shoes. They're designed, developed and tested with the fit and needs of women's feet in mind.",4.4,https://www.rei.com/media/b58c3e82-54c9-4654-979a-5ae04bc33d87?size=784x588
Salomon X Ultra 4 Mid GORE-TEX Hiking Boots - Men's,$165.00,"Power through uphills and descents in any weather with Salomon X Ultra 4 Mid GORE-TEX men's hiking boots. They give you the stability and grip you need, plus a higher cut for extra ankle support.",4.0,https://www.rei.com/media/fbd5923f-8219-4492-a34d-b46bbf515407?size=784x588
Asolo Agent Evo GV Hiking Shoes - Men's,$220.00,"Asolo Agent EVO GV hiking shoes for men employ GORE-TEX® waterproof/breathable protection in a comfortable, ergonomic fit with solid support underfoot so you can enjoy hikes even on muddy trails.",4.2,https://www.rei.com/media/d08b4c2a-6427-4aad-8c33-719e50f176d3?size=784x588
HOKA Speedgoat Mid 2 GTX Hiking Boots - Women's,$170.00,"A force to be reckoned with, these are speed hikers with an upgrade. The women's HOKA Speedgoat Mid 2 GTX boots have GORE-TEX® protection, more ankle support and Vibram® Megagrip outsoles.",4.4,https://www.rei.com/media/157a1b13-a6f1-4e4a-9dce-bffc201afb70?size=784x588
Topo Athletic Trailventure 2 WP Hiking Boots - Women's,$180.00,"Take on any weather and any trail in the women's Topo Athletic Trailventure 2 WP. These light, rugged, waterproof hiking boots feature signature roomy toe boxes, plus even more cushioning than before.",5.0,https://www.rei.com/media/7dfb766a-4c18-45ad-bd41-f95d7d298c67?size=784x588
Altra Lone Peak ALL-WTHR Mid Hiking Boots - Men's,$180.00,"Pack up and head out in the men's Altra Lone Peak ALL-WTHR Mid waterproof hiking boots. Whether you're taking on a day hike, an overnighter, a weeklong trek or a thru-hike, these are ready to romp.",3.8,https://www.rei.com/media/36260417-b8c6-4349-9400-504bff0041b4?size=784x588
Danner Trail 2650 GTX Hiking Shoes - Men's,$209.95,Move quickly and confidently across both wet and dry terrain with the men's Danner Trail 2650 GTX hiking shoes. They're ideal for casual day hikes or when you're looking to get some serious mileage.,4.3,https://www.rei.com/media/83f81d8e-19ff-4a2d-bdc1-d4d61bd22942?size=784x588
Oboz Sapphire Mid Waterproof Hiking Boots - Women's,$160.00,"Tackle any trail in the weather-protective comfort of Oboz Sapphire Mid waterproof hiking boots. They were designed, developed and tested with a woman's fit and needs in mind.",4.3,https://www.rei.com/media/57df57cf-1c47-4fd5-b80e-f187b613cd76?size=784x588
Lowa Camino EVO GTX Hiking Boots - Men's,$335.00,"Enjoy all-day, big-mile journeys in the updated Lowa Camino EVO GTX hiking boots. They deliver stability and comfort to get you through long treks, and the GORE-TEX membranes keep your feet dry.",5.0,https://www.rei.com/media/f79bf3b9-e1ce-4f9b-bd74-cf1728bff1ac?size=784x588
KEEN Targhee III Waterproof Mid Hiking Boots - Men's,$174.95,"Trail-tested for over 15 years, the men's KEEN Targhee III Waterproof Mid hiking boots have a light, casual feel for everyday wear, plus rugged, waterproof protection for full days on the trail.",4.1,https://www.rei.com/media/7dd07e01-06f5-42ba-af2b-e82ff4d918e0?size=784x588
Danner Mountain Light GTX Hiking Boots - Men's,$399.95,"A reintroduction of an old favorite, Danner Mountain Light GTX men's hiking boots are supportive, comfy, tried-and-true companions for extended backpacking trips and rugged treks in the backcountry.",4.3,https://www.rei.com/media/15b850ed-a9be-4a5c-ac1f-724784ba2b61?size=784x588
KEEN Durand II Mid Waterproof Hiking Boots - Men's,$209.95,"The American-built KEEN Durand II Mid Waterproof men's hiking boots use waterproof membranes, arch support and breathable linings to keep you comfortable from the first step to the millionth.",4.2,https://www.rei.com/media/329d5923-c435-4a4b-9552-022d37e97f93?size=784x588
Danner Inquire Chukka Mid Hiking Boots - Women's,$179.95,"Built for daring trekkers exploring new terrain, the women's Danner Inquire Chukka Mid hiking boots keep your feet steady, dry and supported as you climb steep trails and navigate city streets.",4.6,https://www.rei.com/media/08d7fc64-fb3b-4e97-8deb-387dc77665c7?size=784x588
Topo Athletic Trailventure 2 Hiking Boots - Men's,$160.00,"Make every trail your own with the men's Topo Athletic Trailventure 2 hiking boots. They offer roomy toe boxes and a lightweight, durable and comfortable ride on technical terrain.",4.9,https://www.rei.com/media/2252cbb6-8217-4b67-8dc4-442e767800de?size=784x588
HOKA Kaha 2 GTX Hiking Boots - Men's,$240.00,"With a remarkable weight-to-cushion ratio, the men's HOKA Kaha 2 GTX hiking boots are cushioned, durable and adventurous for peak performance with peak plushness.",4.1,https://www.rei.com/media/fdea18eb-f13b-4a9e-be37-5b44c225ab9f?size=784x588
KEEN Targhee II Waterproof Hiking Shoes - Men's,$154.95,"The men's KEEN Targhee II waterproof hiking shoes deliver tenacious traction, stability and comfort on a wide variety of trails.",3.8,https://www.rei.com/media/ec5f75da-3503-4bfc-b352-40abb8f94556?size=784x588
Danner Adrika Hiker Boots - Women's,$179.95,"For days that begin in town and end with a sunset hike, opt for the women's Danner Adrika Hiker boots. They mix a light, supportive and trail-ready construction with modern, streamlined aesthetics.",4.2,https://www.rei.com/media/b84d91b5-fd77-4698-880d-d7ce801e65f8?size=784x588
Salomon OUTpulse GORE-TEX Low Hiking Shoes - Men's,$140.00,"Ready to propel you forward on your outdoor exploits, the men's Salomon OUTpulse GORE-TEX Low hiking shoes mix protective grip with energy return, cushioning and shelter from the elements.",4.7,https://www.rei.com/media/d4e528d1-376c-43fb-a164-dc94843e0249?size=784x588
Zamberlan Vioz Lux GTX RR Hiking Boots - Women's,$390.00,"Handcrafted in Italy, the exceptionally comfortable yet extra rugged Zamberlan Vioz Lux GTX RR waterproof breathable backpacking boots are made for 4-season backcountry use with or without a pack.",4.8,https://www.rei.com/media/9ae05df4-f22e-479b-9184-48ecacb8ce35?size=784x588
The North Face Ultra 111 WP Trail-Running Shoes - Men's,$129.00,"Go-anywhere, do-anything shoes for trail running or hiking, The North Face Ultra 111 WP shoes offer a robust feature set that excels on any terrain and in any conditions.",4.0,https://www.rei.com/media/28eb4c47-1523-4e5b-9adf-890be39b34c5?size=784x588
Altra LP Alpine Shoes - Men's,$150.00,"Ready, set, go anywhere. The men's Altra LP Alpine shoes are retro-style hikers with all-day versatility, ready to take you from town to trail and back.",4.4,https://www.rei.com/media/f46021e2-2ef2-4654-b004-27f159afd0f4?size=784x588
Topo Athletic Trailventure 2 WP Hiking Boots - Men's,$180.00,"Take on any weather and any trail in the men's Topo Athletic Trailventure 2 WP. These light, rugged, waterproof hiking boots feature signature roomy toe boxes, plus even more cushioning than before.",4.0,https://www.rei.com/media/d7aa0ac9-b186-449a-b1c7-0b7daaf96123?size=784x588
Danner Trail 2650 Campo Hiking Shoes - Men's,$179.95,"Made for warm-weather hiking, the men's Danner Trail 2650 Campo shoes are comfortable as running shoes, but built tough for scrambling over rocky terrain or trekking through sand and sagebrush.",4.0,https://www.rei.com/media/6d7d3109-5a1c-4bc5-97b5-9045ea05d95e?size=784x588
KEEN Targhee Vent Hiking Shoes - Women's,$154.95,"With grippy rubber outsoles and a heel-capture system that boosts stability with every step, the women's KEEN Targhee Vent hiking shoes let you tackle your trail adventures with a sense of prowess.",4.5,https://www.rei.com/media/fafa9080-af28-4609-8477-eae142c0c3be?size=784x588
Salomon Cross Hike Mid GTX Hiking Boots - Women's,$118.93,"Agile yet grippy, the Salomon Cross Hike Mid GTX women's hiking boots sport seamless uppers and waterproof membranes to keep you on track wherever you adventure, from the Lake District to Iceland.",4.1,https://www.rei.com/media/55277c06-06d5-44ec-b5dc-19adcf1f2c86?size=784x588
Asolo Drifter Evo GV Hiking Boots - Men's,$325.00,"With Gore-Tex® waterproof breathable protection and Vibram® Megagrip outsole traction, the lightweight Asolo Drifter Evo GV hiking boots are made for day hikes and weekend backpacking.",4.1,https://www.rei.com/media/43f56a71-2856-4cf5-be79-e198cfb719ab?size=784x588
Merrell Moab Edge 3 Hiking Shoes - Men's,$105.00,"Looking to go farther outdoors? Look to the men's Merrell Moab Edge 3 hiking shoes. Known for comfort, durability and versatility, this latest iteration is even softer, grippier and more supportive.",3.9,https://www.rei.com/media/502b522e-1182-495f-a6a9-b12aee26ff30?size=784x588
Danner Mountain 600 Full-Grain Leather Hiking Boots - Men's,$229.95,"Blending lightweight comfort and technical hiking function, Danner Mountain 600 full-grain leather hiking boots deliver support, waterproof protection and Vibram® Megagrip traction on muddy trails.",4.4,https://www.rei.com/media/97836dfd-6439-4227-886b-271c67779e69?size=784x588
Lowa Baffin Pro LL II Hiking Boots - Men's,$400.00,"A favorite among wildland firefighters, Lowa Baffin Pro LL II boots have tall supportive shafts for backpacking or working in hot, dry summers. Leather linings wick moisture and make them fit well.",3.9,https://www.rei.com/media/bd1a3415-4495-473f-93b3-04e8b2b7b464?size=784x588
Xero Shoes Xcursion Fusion WP Hiking Boots - Men's,$150.00,"Stay dry in the men's Xero Shoes Xcursion Fusion WP waterproof hiking boots. Their natural fit, wide toe boxes and flexible design let your feet bend and move naturally and engage with your world.",4.3,https://www.rei.com/media/0cea9668-efb6-4a65-b259-b9d534adc83e?size=784x588
Vasque St. Elias GTX Hiking Boots - Men's,$220.00,"The men's Vasque St. Elias GTX hiking boots blend rugged, protective materials to provide long-distance durability and all-day comfort, helping you push the boundaries of hiking performance.",4.0,https://www.rei.com/media/b454d4cf-df4b-4aa2-b542-f92c18271da0?size=784x588
Altra Lone Peak Hiker Hiking Boots - Women's,$150.00,"Wear 'em from trail to town. The women's Altra Lone Peak Hikers have full trail capabilities to handle heavy-duty hikes with a lightweight feel, but they're equally ready to explore the urban scene.",4.5,https://www.rei.com/media/d0727688-781b-4d23-a20b-a21092fb95d9?size=784x588
Salomon X Ultra 4 Low Hiking Shoes - Women's,$120.00,Explore every angle of freedom with the women's Salomon X Ultra 4 Low hiking shoes. They pair anatomic design with stable platforms and grippy outsoles to help you power through uphills and descents.,3.7,https://www.rei.com/media/bd216022-7272-4cfe-9745-30c1e12dcad3?size=784x588
Vasque St. Elias GTX Hiking Boots - Women's,$220.00,"Push the boundaries of hiking performance with long-distance durability and all-day comfort thanks to the rugged, protective materials of the women's Vasque St. Elias GTX hiking boots.",4.1,https://www.rei.com/media/46077362-3598-4152-96e4-8673db0efc5d?size=784x588
Merrell Moab 3 Mid Hiking Boots - Women's,$120.00,"Continuing tradition, Merrell Moab 3 Mid women's hiking boots offer out-of-the-box comfort, durability and versatility—like their predecessors. This version is softer, grippier and more supportive.",4.7,https://www.rei.com/media/1f3a5af3-4d8f-4c58-a064-8e8228fb5095?size=784x588
Topo Athletic Trailventure WP Hiking Boots - Women's,$111.93,"Keep your feet protected and comfortable through every mile in the women's Topo Athletic Trailventure WP hiking boots—designed to be lightweight, durable speed hikers for any weather.",4.1,https://www.rei.com/media/f1248aaa-3904-437b-8897-b19be323a8b9?size=784x588
adidas Terrex Swift R3 GORE-TEX Hiking Shoes - Women's,$160.00,Move fast—and keep dry. The waterproof adidas Terrex Swift R3 GORE-TEX women's hiking shoes combine the lightweight design and cushioning of trail-running shoes with the stability of hiking boots.,4.2,https://www.rei.com/media/35ce683b-e977-42ef-b2f8-deb894fad53f?size=784x588
KEEN Ridge Flex Mid Waterproof Hiking Boots - Men's,$189.95,"What if every step could be easier? Hike happier in the KEEN Ridge Flex Mid Waterproof men's hiking boots, designed with KEEN.BELLOWS FLEX technology to reduce the energy each step takes.",4.3,https://www.rei.com/media/22a12078-32da-4ce1-8886-5bc11e8ebde0?size=784x588
Salomon Cross Hike Mid GTX Hiking Boots - Men's,$118.93,"Agile yet grippy, Salomon Cross Hike Mid GTX men's hiking boots sport seamless uppers and waterproof membranes to keep you on track wherever adventures take you, from the Lake District to Iceland.",3.5,https://www.rei.com/media/b5cbb6a9-3a75-4ce6-a666-308beb01f37b?size=784x588
Salomon Outward CSWP J Hiking Boots - Kids',$80.00,"Protect your young adventurer's feet with the durable, light and flexible kids' Salomon Outward CSWP J hiking boots. Soft collars offer ankle support without pressure points for all-day comfort.",4.5,https://www.rei.com/media/1fed9e3c-5ca5-43c6-af13-59d7ba768354?size=784x588
Arc'teryx Konseal AR Approach Shoes - Men's,$185.00,Make every step count on a long day in the mountains. The men's Arc'teryx Konseal AR approach shoes are a modern take on classic approach shoes that keep you steady on technical terrain.,4.4,https://www.rei.com/media/51bffb50-89c2-4d96-97ae-4acc1a3ae8f8?size=784x588
Merrell Siren Sport 3 Hiking Shoes - Women's,$110.00,"With a women-specific build and trail-worthy features, like grippy Vibram® soles and breathable linings, the Merrell Siren Sport 3 hiking shoes support all your trail-bound adventures.",4.1,https://www.rei.com/media/3281ddcf-da64-44f7-a38b-477821b49b66?size=784x588
Vasque Breeze LT NTX Mid Hiking Boots - Women's,$180.00,"Light on your feet and on the planet, the women's Vasque Breeze LT NTX Mid hiking boots feature recycled mesh and recycled waterproof membranes that keep you moving in comfort on any terrain.",4.4,https://www.rei.com/media/7cbdf741-bd14-4a19-a6e1-123fc9929c84?size=784x588
Scarpa Zodiac Plus GTX Hiking Boots - Men's,$299.00,Going on a fast-and-light trip where low shoes just don't cut it? The Scarpa Zodiac Plus GTX hiking boots offer a low-profile fit and waterproof/breathable protection that excels on moderate terrain.,4.1,https://www.rei.com/media/9009a8a6-7e81-4ba7-8041-dc1265e8749a?size=784x588
KEEN Voyageur Hiking Shoes - Women's,$144.95,"Take on tough terrain with confidence when you're wearing the low-profile KEEN Voyageur women's hiking shoes. They feature stability shanks, rugged outsoles and mesh insets for continual airflow.",5.0,https://www.rei.com/media/d1ffe8e1-42c3-4ef0-8c5d-b2845402b697?size=784x588
Lowa Tibet GTX Hiking Boots - Men's,$400.00,"These workhorses are a cult favorite among hard-core hikers, hunters and backpackers. The super stable Lowa Tibet GTX boots are perfect for carrying lots of weight over long distances.",4.2,https://www.rei.com/media/9b443c48-b2a3-4e74-9a3e-4b81e65adf86?size=784x588
